ch_idx: 0
test_loss/datalen tensor(17.4989, device='cuda:0')
train accuracy: 0.32
train_loss: tensor(280.3823, device='cuda:0')
train_loss/datalen tensor(18.6922, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(124.3125, device='cuda:0')
test_loss/datalen tensor(17.7589, device='cuda:0')
train accuracy: 0.26
train_loss: tensor(278.4213, device='cuda:0')
train_loss/datalen tensor(18.5614, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(122.2229, device='cuda:0')
test_loss/datalen tensor(17.4604, device='cuda:0')
train accuracy: 0.34
train_loss: tensor(278.0105, device='cuda:0')
train_loss/datalen tensor(18.5340, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(120.3188, device='cuda:0')
test_loss/datalen tensor(17.1884, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(277.6660, device='cuda:0')
train_loss/datalen tensor(18.5111, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(123.9805, device='cuda:0')
test_loss/datalen tensor(17.7115, device='cuda:0')
train accuracy: 0.35
train_loss: tensor(279.4113, device='cuda:0')
train_loss/datalen tensor(18.6274, device='cuda:0')
test accuracy: 0.33
test_loss: tensor(120.7689, device='cuda:0')
test_loss/datalen tensor(17.2527, device='cuda:0')
-----------------------------------------------
ch_idx: 4
train accuracy: 0.17
train_loss: tensor(247.6590, device='cuda:0')
train_loss/datalen tensor(16.5106, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(103.5909, device='cuda:0')
test_loss/datalen tensor(14.7987, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(237.4608, device='cuda:0')
train_loss/datalen tensor(15.8307, device='cuda:0')
test accuracy: 0.38
test_loss: tensor(105.2793, device='cuda:0')
test_loss/datalen tensor(15.0399, device='cuda:0')
train accuracy: 0.31
train_loss: tensor(238.8608, device='cuda:0')
train_loss/datalen tensor(15.9241, device='cuda:0')
test accuracy: 0.33
test_loss: tensor(108.1277, device='cuda:0')
test_loss/datalen tensor(15.4468, device='cuda:0')
train accuracy: 0.22
train_loss: tensor(238.4636, device='cuda:0')
train_loss/datalen tensor(15.8976, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(102.2311, device='cuda:0')
test_loss/datalen tensor(14.6044, device='cuda:0')
train accuracy: 0.26
train_loss: tensor(238.3343, device='cuda:0')
train_loss/datalen tensor(15.8890, device='cuda:0')
test accuracy: 0.34
test_loss: tensor(103.2611, device='cuda:0')
test_loss/datalen tensor(14.7516, device='cuda:0')
train accuracy: 0.23
train_loss: tensor(238.4828, device='cuda:0')
train_loss/datalen tensor(15.8989, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(105.7931, device='cuda:0')
test_loss/datalen tensor(15.1133, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(239.2758, device='cuda:0')
train_loss/datalen tensor(15.9517, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(105.8556, device='cuda:0')
test_loss/datalen tensor(15.1222, device='cuda:0')
train accuracy: 0.31
train_loss: tensor(236.7234, device='cuda:0')
train_loss/datalen tensor(15.7816, device='cuda:0')
test accuracy: 0.36
test_loss: tensor(107.6964, device='cuda:0')
test_loss/datalen tensor(15.3852, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(240.1068, device='cuda:0')
train_loss/datalen tensor(16.0071, device='cuda:0')
test accuracy: 0.35
test_loss: tensor(102.5012, device='cuda:0')
test_loss/datalen tensor(14.6430, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(237.6392, device='cuda:0')
train_loss/datalen tensor(15.8426, device='cuda:0')
test accuracy: 0.31
test_loss: tensor(102.3404, device='cuda:0')
test_loss/datalen tensor(14.6201, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(236.9945, device='cuda:0')
train_loss/datalen tensor(15.7996, device='cuda:0')
test accuracy: 0.33
test_loss: tensor(102.9416, device='cuda:0')
test_loss/datalen tensor(14.7059, device='cuda:0')
train accuracy: 0.33
train_loss: tensor(240.8952, device='cuda:0')
train_loss/datalen tensor(16.0597, device='cuda:0')
test accuracy: 0.34
test_loss: tensor(101.6423, device='cuda:0')
test_loss/datalen tensor(14.5203, device='cuda:0')
train accuracy: 0.34
train_loss: tensor(241.8268, device='cuda:0')
train_loss/datalen tensor(16.1218, device='cuda:0')
test accuracy: 0.31
test_loss: tensor(103.5317, device='cuda:0')
test_loss/datalen tensor(14.7902, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(238.9043, device='cuda:0')
train_loss/datalen tensor(15.9270, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(104.5013, device='cuda:0')
test_loss/datalen tensor(14.9288, device='cuda:0')
train accuracy: 0.29
train_loss: tensor(236.8964, device='cuda:0')
train_loss/datalen tensor(15.7931, device='cuda:0')
test accuracy: 0.37
test_loss: tensor(105.3320, device='cuda:0')
test_loss/datalen tensor(15.0474, device='cuda:0')
train accuracy: 0.26
train_loss: tensor(235.5727, device='cuda:0')
train_loss/datalen tensor(15.7048, device='cuda:0')
test accuracy: 0.34
test_loss: tensor(101.9266, device='cuda:0')
test_loss/datalen tensor(14.5609, device='cuda:0')
train accuracy: 0.27
train_loss: tensor(240.3727, device='cuda:0')
train_loss/datalen tensor(16.0249, device='cuda:0')
test accuracy: 0.39
test_loss: tensor(104.8231, device='cuda:0')
test_loss/datalen tensor(14.9747, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(238.5623, device='cuda:0')
train_loss/datalen tensor(15.9042, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(101.4215, device='cuda:0')
test_loss/datalen tensor(14.4888, device='cuda:0')
train accuracy: 0.32
train_loss: tensor(237.6395, device='cuda:0')
train_loss/datalen tensor(15.8426, device='cuda:0')
test accuracy: 0.35
test_loss: tensor(107.3510, device='cuda:0')
test_loss/datalen tensor(15.3359, device='cuda:0')
train accuracy: 0.35
train_loss: tensor(240.6452, device='cuda:0')
train_loss/datalen tensor(16.0430, device='cuda:0')
test accuracy: 0.28
test_loss: tensor(102.6734, device='cuda:0')
test_loss/datalen tensor(14.6676, device='cuda:0')
train accuracy: 0.32
train_loss: tensor(238.5129, device='cuda:0')
train_loss/datalen tensor(15.9009, device='cuda:0')
test accuracy: 0.31
test_loss: tensor(102.7208, device='cuda:0')
test_loss/datalen tensor(14.6744, device='cuda:0')
train accuracy: 0.32
train_loss: tensor(236.7495, device='cuda:0')
train_loss/datalen tensor(15.7833, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(103.4643, device='cuda:0')
test_loss/datalen tensor(14.7806, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(235.0316, device='cuda:0')
train_loss/datalen tensor(15.6688, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(105.0240, device='cuda:0')
test_loss/datalen tensor(15.0034, device='cuda:0')
train accuracy: 0.35
train_loss: tensor(236.5450, device='cuda:0')
train_loss/datalen tensor(15.7697, device='cuda:0')
test accuracy: 0.34
test_loss: tensor(103.7679, device='cuda:0')
test_loss/datalen tensor(14.8240, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(235.6438, device='cuda:0')
train_loss/datalen tensor(15.7096, device='cuda:0')
test accuracy: 0.27
test_loss: tensor(102.6417, device='cuda:0')
test_loss/datalen tensor(14.6631, device='cuda:0')
train accuracy: 0.32
train_loss: tensor(239.4057, device='cuda:0')
train_loss/datalen tensor(15.9604, device='cuda:0')
test accuracy: 0.37
test_loss: tensor(104.6899, device='cuda:0')
test_loss/datalen tensor(14.9557, device='cuda:0')
train accuracy: 0.32
train_loss: tensor(238.7857, device='cuda:0')
train_loss/datalen tensor(15.9190, device='cuda:0')
test accuracy: 0.33
test_loss: tensor(106.2730, device='cuda:0')
test_loss/datalen tensor(15.1819, device='cuda:0')
train accuracy: 0.2
train_loss: tensor(233.8349, device='cuda:0')
train_loss/datalen tensor(15.5890, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(103.8614, device='cuda:0')
test_loss/datalen tensor(14.8373, device='cuda:0')
train accuracy: 0.35
train_loss: tensor(234.6227, device='cuda:0')
train_loss/datalen tensor(15.6415, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(103.7829, device='cuda:0')
test_loss/datalen tensor(14.8261, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(236.7380, device='cuda:0')
train_loss/datalen tensor(15.7825, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(103.4128, device='cuda:0')
test_loss/datalen tensor(14.7733, device='cuda:0')
-----------------------------------------------
ch_idx: 5
train accuracy: 0.19
train_loss: tensor(5087.6055, device='cuda:0')
train_loss/datalen tensor(339.1737, device='cuda:0')
test accuracy: 0.22
test_loss: tensor(23822.0977, device='cuda:0')
test_loss/datalen tensor(3403.1570, device='cuda:0')
train accuracy: 0.12
train_loss: tensor(5244.1792, device='cuda:0')
train_loss/datalen tensor(349.6120, device='cuda:0')
test accuracy: 0.26
test_loss: tensor(23872.2344, device='cuda:0')
test_loss/datalen tensor(3410.3193, device='cuda:0')
train accuracy: 0.13
train_loss: tensor(5107.1436, device='cuda:0')
train_loss/datalen tensor(340.4763, device='cuda:0')
test accuracy: 0.2
test_loss: tensor(23860.7109, device='cuda:0')
test_loss/datalen tensor(3408.6731, device='cuda:0')
train accuracy: 0.16
train_loss: tensor(5136.0127, device='cuda:0')
train_loss/datalen tensor(342.4009, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(23864.7988, device='cuda:0')
test_loss/datalen tensor(3409.2571, device='cuda:0')
train accuracy: 0.18
train_loss: tensor(5125.7803, device='cuda:0')
train_loss/datalen tensor(341.7187, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(23866.7500, device='cuda:0')
test_loss/datalen tensor(3409.5359, device='cuda:0')
train accuracy: 0.19
train_loss: tensor(5184.9521, device='cuda:0')
train_loss/datalen tensor(345.6635, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(23868.1172, device='cuda:0')
test_loss/datalen tensor(3409.7312, device='cuda:0')
train accuracy: 0.25
train_loss: tensor(5218.0181, device='cuda:0')
train_loss/datalen tensor(347.8679, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(23853.4668, device='cuda:0')
test_loss/datalen tensor(3407.6382, device='cuda:0')
train accuracy: 0.13
train_loss: tensor(5172.5933, device='cuda:0')
train_loss/datalen tensor(344.8396, device='cuda:0')
test accuracy: 0.36
test_loss: tensor(23862.0293, device='cuda:0')
test_loss/datalen tensor(3408.8616, device='cuda:0')
train accuracy: 0.24
train_loss: tensor(5117.9844, device='cuda:0')
train_loss/datalen tensor(341.1990, device='cuda:0')
test accuracy: 0.21
test_loss: tensor(35770.8438, device='cuda:0')
test_loss/datalen tensor(5110.1206, device='cuda:0')
train accuracy: 0.18
train_loss: tensor(5165.6919, device='cuda:0')
train_loss/datalen tensor(344.3795, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(24004.0859, device='cuda:0')
test_loss/datalen tensor(3429.1553, device='cuda:0')
train accuracy: 0.19
train_loss: tensor(5284.1670, device='cuda:0')
train_loss/datalen tensor(352.2778, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(35812.3359, device='cuda:0')
test_loss/datalen tensor(5116.0483, device='cuda:0')
train accuracy: 0.23
train_loss: tensor(5133.9595, device='cuda:0')
train_loss/datalen tensor(342.2640, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(23846.7891, device='cuda:0')
test_loss/datalen tensor(3406.6843, device='cuda:0')
train accuracy: 0.17
train_loss: tensor(5121.4106, device='cuda:0')
train_loss/datalen tensor(341.4274, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(23865.4062, device='cuda:0')
test_loss/datalen tensor(3409.3440, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(5125.6006, device='cuda:0')
train_loss/datalen tensor(341.7067, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(23825.8828, device='cuda:0')
test_loss/datalen tensor(3403.6978, device='cuda:0')
train accuracy: 0.17
train_loss: tensor(5198.2095, device='cuda:0')
train_loss/datalen tensor(346.5473, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(23867.3633, device='cuda:0')
test_loss/datalen tensor(3409.6235, device='cuda:0')
train accuracy: 0.26
train_loss: tensor(5150.7930, device='cuda:0')
train_loss/datalen tensor(343.3862, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(35795.4727, device='cuda:0')
test_loss/datalen tensor(5113.6392, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(5144.8706, device='cuda:0')
train_loss/datalen tensor(342.9914, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(23926.2676, device='cuda:0')
test_loss/datalen tensor(3418.0383, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(5140.3506, device='cuda:0')
train_loss/datalen tensor(342.6901, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(35752.6953, device='cuda:0')
test_loss/datalen tensor(5107.5283, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(5156.8257, device='cuda:0')
train_loss/datalen tensor(343.7884, device='cuda:0')
test accuracy: 0.4
test_loss: tensor(23862.9746, device='cuda:0')
test_loss/datalen tensor(3408.9966, device='cuda:0')
train accuracy: 0.15
train_loss: tensor(5236.2720, device='cuda:0')
train_loss/datalen tensor(349.0848, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(23858.4297, device='cuda:0')
test_loss/datalen tensor(3408.3472, device='cuda:0')
train accuracy: 0.25
train_loss: tensor(5175.5068, device='cuda:0')
train_loss/datalen tensor(345.0338, device='cuda:0')
test accuracy: 0.27
test_loss: tensor(23815.4121, device='cuda:0')
test_loss/datalen tensor(3402.2019, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(5089.1777, device='cuda:0')
train_loss/datalen tensor(339.2785, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(23827.9531, device='cuda:0')
test_loss/datalen tensor(3403.9934, device='cuda:0')
train accuracy: 0.33
train_loss: tensor(5235.8550, device='cuda:0')
train_loss/datalen tensor(349.0570, device='cuda:0')
test accuracy: 0.34
test_loss: tensor(23842.2891, device='cuda:0')
test_loss/datalen tensor(3406.0415, device='cuda:0')
train accuracy: 0.25
train_loss: tensor(5407.3828, device='cuda:0')
train_loss/datalen tensor(360.4922, device='cuda:0')
test accuracy: 0.35
test_loss: tensor(23809.2246, device='cuda:0')
test_loss/datalen tensor(3401.3179, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(5183.3760, device='cuda:0')
train_loss/datalen tensor(345.5584, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(23878.8047, device='cuda:0')
test_loss/datalen tensor(3411.2581, device='cuda:0')
train accuracy: 0.22
train_loss: tensor(5144.3755, device='cuda:0')
train_loss/datalen tensor(342.9584, device='cuda:0')
test accuracy: 0.31
test_loss: tensor(23815.0156, device='cuda:0')
test_loss/datalen tensor(3402.1453, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(5112.4771, device='cuda:0')
train_loss/datalen tensor(340.8318, device='cuda:0')
test accuracy: 0.35
test_loss: tensor(23834.1895, device='cuda:0')
test_loss/datalen tensor(3404.8843, device='cuda:0')
train accuracy: 0.25
train_loss: tensor(5139.9634, device='cuda:0')
train_loss/datalen tensor(342.6642, device='cuda:0')
test accuracy: 0.26
test_loss: tensor(23909.3086, device='cuda:0')
test_loss/datalen tensor(3415.6157, device='cuda:0')
train accuracy: 0.2
train_loss: tensor(5174.4116, device='cuda:0')
train_loss/datalen tensor(344.9608, device='cuda:0')
test accuracy: 0.31
test_loss: tensor(23871.8281, device='cuda:0')
test_loss/datalen tensor(3410.2612, device='cuda:0')
train accuracy: 0.22
train_loss: tensor(5167.5674, device='cuda:0')
train_loss/datalen tensor(344.5045, device='cuda:0')
test accuracy: 0.27
test_loss: tensor(23847.0449, device='cuda:0')
test_loss/datalen tensor(3406.7209, device='cuda:0')
-----------------------------------------------
ch_idx: 6
train accuracy: 0.25
train_loss: tensor(189.7918, device='cuda:0')
train_loss/datalen tensor(12.6528, device='cuda:0')
test accuracy: 0.19
test_loss: tensor(48.1242, device='cuda:0')
test_loss/datalen tensor(6.8749, device='cuda:0')
train accuracy: 0.24
train_loss: tensor(192.5570, device='cuda:0')
train_loss/datalen tensor(12.8371, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(49.5979, device='cuda:0')
test_loss/datalen tensor(7.0854, device='cuda:0')
train accuracy: 0.19
train_loss: tensor(189.7784, device='cuda:0')
train_loss/datalen tensor(12.6519, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(49.3115, device='cuda:0')
test_loss/datalen tensor(7.0445, device='cuda:0')
train accuracy: 0.27
train_loss: tensor(191.1000, device='cuda:0')
train_loss/datalen tensor(12.7400, device='cuda:0')
test accuracy: 0.31
test_loss: tensor(48.1958, device='cuda:0')
test_loss/datalen tensor(6.8851, device='cuda:0')
train accuracy: 0.2
train_loss: tensor(189.6182, device='cuda:0')
train_loss/datalen tensor(12.6412, device='cuda:0')
test accuracy: 0.2
test_loss: tensor(47.8541, device='cuda:0')
test_loss/datalen tensor(6.8363, device='cuda:0')
train accuracy: 0.18
train_loss: tensor(189.0585, device='cuda:0')
train_loss/datalen tensor(12.6039, device='cuda:0')
test accuracy: 0.24
test_loss: tensor(49.4937, device='cuda:0')
test_loss/datalen tensor(7.0705, device='cuda:0')
train accuracy: 0.25
train_loss: tensor(188.3729, device='cuda:0')
train_loss/datalen tensor(12.5582, device='cuda:0')
test accuracy: 0.27
test_loss: tensor(47.8991, device='cuda:0')
test_loss/datalen tensor(6.8427, device='cuda:0')
train accuracy: 0.23
train_loss: tensor(189.2738, device='cuda:0')
train_loss/datalen tensor(12.6183, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(48.1948, device='cuda:0')
test_loss/datalen tensor(6.8850, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(189.6801, device='cuda:0')
train_loss/datalen tensor(12.6453, device='cuda:0')
test accuracy: 0.28
test_loss: tensor(49.1939, device='cuda:0')
test_loss/datalen tensor(7.0277, device='cuda:0')
train accuracy: 0.27
train_loss: tensor(189.5318, device='cuda:0')
train_loss/datalen tensor(12.6355, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(48.8117, device='cuda:0')
test_loss/datalen tensor(6.9731, device='cuda:0')
train accuracy: 0.22
train_loss: tensor(188.5295, device='cuda:0')
train_loss/datalen tensor(12.5686, device='cuda:0')
test accuracy: 0.24
test_loss: tensor(47.8076, device='cuda:0')
test_loss/datalen tensor(6.8297, device='cuda:0')
train accuracy: 0.31
train_loss: tensor(189.4860, device='cuda:0')
train_loss/datalen tensor(12.6324, device='cuda:0')
test accuracy: 0.29
test_loss: tensor(47.7523, device='cuda:0')
test_loss/datalen tensor(6.8218, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(192.7594, device='cuda:0')
train_loss/datalen tensor(12.8506, device='cuda:0')
test accuracy: 0.21
test_loss: tensor(47.4537, device='cuda:0')
test_loss/datalen tensor(6.7791, device='cuda:0')
train accuracy: 0.2
train_loss: tensor(189.8837, device='cuda:0')
train_loss/datalen tensor(12.6589, device='cuda:0')
test accuracy: 0.28
test_loss: tensor(48.2011, device='cuda:0')
test_loss/datalen tensor(6.8859, device='cuda:0')
train accuracy: 0.25
train_loss: tensor(189.6280, device='cuda:0')
train_loss/datalen tensor(12.6419, device='cuda:0')
test accuracy: 0.33
test_loss: tensor(48.1789, device='cuda:0')
test_loss/datalen tensor(6.8827, device='cuda:0')
train accuracy: 0.27
train_loss: tensor(188.4455, device='cuda:0')
train_loss/datalen tensor(12.5630, device='cuda:0')
test accuracy: 0.22
test_loss: tensor(48.0676, device='cuda:0')
test_loss/datalen tensor(6.8668, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(188.2214, device='cuda:0')
train_loss/datalen tensor(12.5481, device='cuda:0')
test accuracy: 0.28
test_loss: tensor(47.2295, device='cuda:0')
test_loss/datalen tensor(6.7471, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(188.6163, device='cuda:0')
train_loss/datalen tensor(12.5744, device='cuda:0')
test accuracy: 0.27
test_loss: tensor(47.7379, device='cuda:0')
test_loss/datalen tensor(6.8197, device='cuda:0')
train accuracy: 0.27
train_loss: tensor(187.8897, device='cuda:0')
train_loss/datalen tensor(12.5260, device='cuda:0')
test accuracy: 0.24
test_loss: tensor(48.2351, device='cuda:0')
test_loss/datalen tensor(6.8907, device='cuda:0')
train accuracy: 0.23
train_loss: tensor(187.9448, device='cuda:0')
train_loss/datalen tensor(12.5297, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(48.8352, device='cuda:0')
test_loss/datalen tensor(6.9765, device='cuda:0')
train accuracy: 0.27
train_loss: tensor(187.6185, device='cuda:0')
train_loss/datalen tensor(12.5079, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(48.9007, device='cuda:0')
test_loss/datalen tensor(6.9858, device='cuda:0')
train accuracy: 0.24
train_loss: tensor(189.1404, device='cuda:0')
train_loss/datalen tensor(12.6094, device='cuda:0')
test accuracy: 0.32
test_loss: tensor(48.6967, device='cuda:0')
test_loss/datalen tensor(6.9567, device='cuda:0')
train accuracy: 0.24
train_loss: tensor(192.2410, device='cuda:0')
train_loss/datalen tensor(12.8161, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(47.9521, device='cuda:0')
test_loss/datalen tensor(6.8503, device='cuda:0')
train accuracy: 0.26
train_loss: tensor(189.4140, device='cuda:0')
train_loss/datalen tensor(12.6276, device='cuda:0')
test accuracy: 0.28
test_loss: tensor(47.3257, device='cuda:0')
test_loss/datalen tensor(6.7608, device='cuda:0')
train accuracy: 0.29
train_loss: tensor(188.3967, device='cuda:0')
train_loss/datalen tensor(12.5598, device='cuda:0')
test accuracy: 0.27
test_loss: tensor(48.8573, device='cuda:0')
test_loss/datalen tensor(6.9796, device='cuda:0')
train accuracy: 0.2
train_loss: tensor(232.6806, device='cuda:0')
train_loss/datalen tensor(15.5120, device='cuda:0')
test accuracy: 0.31
test_loss: tensor(48.0328, device='cuda:0')
test_loss/datalen tensor(6.8618, device='cuda:0')
train accuracy: 0.33
train_loss: tensor(192.3470, device='cuda:0')
train_loss/datalen tensor(12.8231, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(48.8280, device='cuda:0')
test_loss/datalen tensor(6.9754, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(189.5777, device='cuda:0')
train_loss/datalen tensor(12.6385, device='cuda:0')
test accuracy: 0.24
test_loss: tensor(48.3684, device='cuda:0')
test_loss/datalen tensor(6.9098, device='cuda:0')
train accuracy: 0.25
train_loss: tensor(232.7248, device='cuda:0')
train_loss/datalen tensor(15.5150, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(48.9763, device='cuda:0')
test_loss/datalen tensor(6.9966, device='cuda:0')
train accuracy: 0.28
train_loss: tensor(188.5308, device='cuda:0')
train_loss/datalen tensor(12.5687, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(48.3106, device='cuda:0')
test_loss/datalen tensor(6.9015, device='cuda:0')
-----------------------------------------------
ch_idx: 7
train accuracy: 0.26
train_loss: tensor(73.8301, device='cuda:0')
train_loss/datalen tensor(4.9220, device='cuda:0')
test accuracy: 0.26
test_loss: tensor(36.2946, device='cuda:0')
test_loss/datalen tensor(5.1849, device='cuda:0')
train accuracy: 0.23
train_loss: tensor(73.5206, device='cuda:0')
train_loss/datalen tensor(4.9014, device='cuda:0')
test accuracy: 0.3
test_loss: tensor(36.4818, device='cuda:0')
test_loss/datalen tensor(5.2117, device='cuda:0')
train accuracy: 0.3
train_loss: tensor(72.5748, device='cuda:0')
train_loss/datalen tensor(4.8383, device='cuda:0')
test accuracy: 0.28
test_loss: tensor(39.1480, device='cuda:0')
test_loss/datalen tensor(5.5926, device='cuda:0')
train accuracy: 0.17
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.2
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.16
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.12
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.16
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.17
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.19
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.2
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.17
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.22
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.16
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.21
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.16
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.21
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.23
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.27
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.19
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.2
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.19
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.16
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.14
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.17
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.23
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.16
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.25
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.18
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.21
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.19
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.18
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.15
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.17
train_loss: tensor(nan, device='cuda:0')
train_loss/datalen tensor(nan, device='cuda:0')
test accuracy: 0.26
test_loss: tensor(nan, device='cuda:0')
test_loss/datalen tensor(nan, device='cuda:0')
train accuracy: 0.17
